,year,country_code,left_soc_inc,comm_inc,conserv_inc,right_inc,turnout
486,2014,FIN,-2.6,-0.7000000000000011,-1.9000000000000021,15.000000000000002,67.4
487,2015,FIN,-2.6,-1.0,-2.1999999999999993,-1.4000000000000021,66.9
488,2016,FIN,-2.6,-1.0,-2.1999999999999993,-1.4000000000000021,66.9
489,2017,FIN,-2.6,-1.0,-2.1999999999999993,-1.4000000000000021,66.9
490,1960,FRA,,,,,77.2
491,1961,FRA,,,,,77.2
492,1962,FRA,2.0,3.0,6.899999999999999,,68.7
493,1963,FRA,2.0,3.0,6.899999999999999,,68.7
494,1964,FRA,2.0,3.0,6.899999999999999,,68.7
495,1965,FRA,2.0,3.0,6.899999999999999,,68.7
496,1966,FRA,2.0,3.0,6.899999999999999,,68.7
497,1967,FRA,0.10000000000000009,0.6000000000000014,-5.700000000000003,,81.1
498,1968,FRA,1.7999999999999998,-2.5,4.600000000000001,,80.0
499,1969,FRA,1.7999999999999998,-2.5,4.600000000000001,,80.0
500,1970,FRA,1.7999999999999998,-2.5,4.600000000000001,,80.0
501,1971,FRA,1.7999999999999998,-2.5,4.600000000000001,,80.0
502,1972,FRA,1.7999999999999998,-2.5,4.600000000000001,,80.0
503,1973,FRA,-1.9,1.3999999999999986,-6.0,,81.3
504,1974,FRA,-1.9,1.3999999999999986,-6.0,,81.3
505,1975,FRA,-1.9,1.3999999999999986,-6.0,,81.3
506,1976,FRA,-1.9,1.3999999999999986,-6.0,,81.3
507,1977,FRA,-1.9,1.3999999999999986,-6.0,,81.3
508,1978,FRA,-2.0,-0.7999999999999972,4.399999999999999,,83.2
509,1979,FRA,-2.0,-0.7999999999999972,4.399999999999999,,83.2
510,1980,FRA,-2.0,-0.7999999999999972,4.399999999999999,,83.2
511,1981,FRA,-2.0,-4.5,-2.0,,70.9
512,1982,FRA,-2.0,-4.5,-2.0,,70.9
513,1983,FRA,-2.0,-4.5,-2.0,,70.9
514,1984,FRA,-2.0,-4.5,-2.0,,70.9
515,1985,FRA,-2.0,-4.5,-2.0,,70.9
516,1986,FRA,-2.0,-6.400000000000002,-0.19999999999999574,9.8,78.5
517,1987,FRA,-2.0,-6.400000000000002,-0.19999999999999574,9.8,78.5
518,1988,FRA,-2.0,1.5,-2.1999999999999957,9.8,66.2
519,1989,FRA,-2.0,1.5,-2.1999999999999957,9.8,66.2
520,1990,FRA,-2.0,1.5,-2.1999999999999957,9.8,66.2
521,1991,FRA,-2.0,1.5,-2.1999999999999957,9.8,66.2
522,1992,FRA,-2.0,1.5,-2.1999999999999957,9.8,66.2
523,1993,FRA,-2.0,-2.0999999999999996,3.6999999999999957,2.8999999999999986,69.3
524,1994,FRA,-2.0,-2.0999999999999996,3.6999999999999957,2.8999999999999986,69.3
525,1995,FRA,-2.0,-2.0999999999999996,3.6999999999999957,2.8999999999999986,69.3
526,1996,FRA,-2.0,-2.0999999999999996,3.6999999999999957,2.8999999999999986,69.3
527,1997,FRA,2.2,0.8000000000000007,-7.899999999999999,2.200000000000001,68.0
528,1998,FRA,2.2,0.8000000000000007,-7.899999999999999,2.200000000000001,68.0
529,1999,FRA,2.2,0.8000000000000007,-7.899999999999999,2.200000000000001,68.0
530,2000,FRA,2.2,0.8000000000000007,-7.899999999999999,2.200000000000001,68.0
531,2001,FRA,2.2,0.8000000000000007,-7.899999999999999,2.200000000000001,68.0
532,2002,FRA,0.5,-5.0,7.499999999999993,-3.8000000000000007,64.4
533,2003,FRA,0.5,-5.0,7.499999999999993,-3.8000000000000007,64.4
534,2004,FRA,0.5,-5.0,7.499999999999993,-3.8000000000000007,64.4
535,2005,FRA,0.5,-5.0,7.499999999999993,-3.8000000000000007,64.4
536,2006,FRA,0.5,-5.0,7.499999999999993,-3.8000000000000007,64.4
537,2007,FRA,0.6999999999999997,-0.6000000000000005,7.900000000000006,-6.3999999999999995,60.4
538,2008,FRA,0.6999999999999997,-0.6000000000000005,7.900000000000006,-6.3999999999999995,60.4
539,2009,FRA,0.6999999999999997,-0.6000000000000005,7.900000000000006,-6.3999999999999995,60.4
540,2010,FRA,0.6999999999999997,-0.6000000000000005,7.900000000000006,-6.3999999999999995,60.4
541,2011,FRA,0.6999999999999997,-0.6000000000000005,7.900000000000006,-6.3999999999999995,60.4
542,2012,FRA,-3.4,2.6000000000000005,-21.0,8.899999999999999,57.2
543,2013,FRA,-3.4,2.6000000000000005,-21.0,8.899999999999999,57.2
544,2014,FRA,-3.4,2.6000000000000005,-21.0,8.899999999999999,57.2
545,2015,FRA,-3.4,2.6000000000000005,-21.0,8.899999999999999,57.2
546,2016,FRA,-3.4,2.6000000000000005,-21.0,8.899999999999999,57.2
547,2017,FRA,11.0,-6.9,-10.700000000000003,-0.40000000000000036,48.7
548,1960,DEU,,,,,87.8
549,1961,DEU,,,-0.6000000000000001,,87.7
550,1962,DEU,,,-0.6000000000000001,,87.7
551,1963,DEU,,,-0.6000000000000001,,87.7
552,1964,DEU,,,-0.6000000000000001,,87.7
553,1965,DEU,,,-2.8,2.0,86.8
554,1966,DEU,,,-2.8,2.0,86.8
555,1967,DEU,,,-2.8,2.0,86.8
556,1968,DEU,,,-2.8,2.0,86.8
557,1969,DEU,,,-2.8,2.3,86.7
558,1970,DEU,,,-2.8,2.3,86.7
559,1971,DEU,,,-2.8,2.3,86.7
560,1972,DEU,,,-2.8,-4.3,91.1
561,1973,DEU,,,-2.8,-4.3,91.1
562,1974,DEU,,,-2.8,-4.3,91.1
563,1975,DEU,,,-2.8,-4.3,91.1
564,1976,DEU,,,-2.8,-4.3,90.7
565,1977,DEU,,,-2.8,-4.3,90.7
566,1978,DEU,,,-2.8,-4.3,90.7
567,1979,DEU,,,-2.8,-4.3,90.7
568,1980,DEU,,,-2.8,-4.3,88.6
569,1981,DEU,,,-2.8,-4.3,88.6
570,1982,DEU,,,-2.8,-4.3,88.6
571,1983,DEU,,,-2.8,-4.3,88.4
572,1984,DEU,,,-2.8,-4.3,88.4
573,1985,DEU,,,-2.8,-4.3,88.4
574,1986,DEU,,,-2.8,-4.3,88.4
575,1987,DEU,,,-2.8,-4.3,84.3
576,1988,DEU,,,-2.8,-4.3,84.3
577,1989,DEU,,,-2.8,-4.3,84.3
578,1990,DEU,,2.4,-2.8,2.1,77.8
579,1991,DEU,,2.4,-2.8,2.1,77.8
580,1992,DEU,,2.4,-2.8,2.1,77.8
581,1993,DEU,,2.4,-2.8,2.1,77.8
582,1994,DEU,,2.0000000000000004,-2.8,-2.1,79.0
583,1995,DEU,,2.0000000000000004,-2.8,-2.1,79.0
584,1996,DEU,,2.0000000000000004,-2.8,-2.1,79.0
585,1997,DEU,,2.0000000000000004,-2.8,-2.1,79.0
586,1998,DEU,,0.6999999999999993,-2.8,-2.1,82.2
587,1999,DEU,,0.6999999999999993,-2.8,-2.1,82.2
588,2000,DEU,,0.6999999999999993,-2.8,-2.1,82.2
589,2001,DEU,,0.6999999999999993,-2.8,-2.1,82.2
590,2002,DEU,,-1.0999999999999996,-2.8,-2.1,79.1
591,2003,DEU,,-1.0999999999999996,-2.8,-2.1,79.1
592,2004,DEU,,-1.0999999999999996,-2.8,-2.1,79.1
593,2005,DEU,,4.699999999999999,-2.8,-2.1,77.7
594,2006,DEU,,4.699999999999999,-2.8,-2.1,77.7
595,2007,DEU,,4.699999999999999,-2.8,-2.1,77.7
596,2008,DEU,,4.699999999999999,-2.8,-2.1,77.7
597,2009,DEU,,3.200000000000001,-2.8,-2.1,70.8
598,2010,DEU,,3.200000000000001,-2.8,-2.1,70.8
599,2011,DEU,,3.200000000000001,-2.8,-2.1,70.8
600,2012,DEU,,3.200000000000001,-2.8,-2.1,70.8
601,2013,DEU,,-3.3000000000000007,-2.8,4.7,71.5
602,2014,DEU,,-3.3000000000000007,-2.8,4.7,71.5
603,2015,DEU,,-3.3000000000000007,-2.8,4.7,71.5
604,2016,DEU,,-3.3000000000000007,-2.8,4.7,71.5
605,2017,DEU,,0.5999999999999996,-2.8,7.8999999999999995,76.2
606,1960,GRC,,,,,75.5
607,1961,GRC,,-9.799999999999999,6.699999999999996,,81.9
608,1962,GRC,,-9.799999999999999,6.699999999999996,,81.9
609,1963,GRC,,-0.29999999999999893,-7.699999999999996,,83.0
610,1964,GRC,,-2.5,-7.800000000000004,,81.7
611,1965,GRC,,-2.5,-7.800000000000004,,81.7
612,1966,GRC,,-2.5,-7.800000000000004,,81.7
613,1967,GRC,,,,,
614,1968,GRC,,,,,
615,1969,GRC,,,,,
616,1970,GRC,,,,,
617,1971,GRC,,,,,
618,1972,GRC,,,,,
619,1973,GRC,,,,,
620,1974,GRC,,,,,79.5
621,1975,GRC,,,,,79.5
622,1976,GRC,,,,,79.5
623,1977,GRC,,2.6000000000000014,-12.5,6.8,81.1
624,1978,GRC,,2.6000000000000014,-12.5,6.8,81.1
625,1979,GRC,,2.6000000000000014,-12.5,6.8,81.1
626,1980,GRC,,2.6000000000000014,-12.5,6.8,81.1
627,1981,GRC,,-1.200000000000001,-5.899999999999999,-6.8,81.5
628,1982,GRC,,-1.200000000000001,-5.899999999999999,-6.8,81.5
629,1983,GRC,,-1.200000000000001,-5.899999999999999,-6.8,81.5
630,1984,GRC,,-1.200000000000001,-5.899999999999999,-6.8,81.5
631,1985,GRC,,-1.0,4.899999999999999,-6.8,83.8
632,1986,GRC,,-1.0,4.899999999999999,-6.8,83.8
633,1987,GRC,,-1.0,4.899999999999999,-6.8,83.8
634,1988,GRC,,-1.0,4.899999999999999,-6.8,83.8
635,1989,GRC,,1.0999999999999996,5.400000000000006,-6.8,84.3
636,1990,GRC,,-0.8000000000000007,0.6999999999999957,-6.8,84.5
637,1991,GRC,,-0.8000000000000007,0.6999999999999957,-6.8,84.5
638,1992,GRC,,-0.8000000000000007,0.6999999999999957,-6.8,84.5
639,1993,GRC,,-2.799999999999999,-2.700000000000003,-6.8,78.2
640,1994,GRC,,-2.799999999999999,-2.700000000000003,-6.8,78.2
641,1995,GRC,,-2.799999999999999,-2.700000000000003,-6.8,78.2
642,1996,GRC,,3.299999999999999,-3.1999999999999957,-6.8,78.7
643,1997,GRC,,3.299999999999999,-3.1999999999999957,-6.8,78.7
644,1998,GRC,,3.299999999999999,-3.1999999999999957,-6.8,78.7
645,1999,GRC,,3.299999999999999,-3.1999999999999957,-6.8,78.7
646,2000,GRC,,-2.0,1.7000000000000028,-6.8,78.3
647,2001,GRC,,-2.0,1.7000000000000028,-6.8,78.3
648,2002,GRC,,-2.0,1.7000000000000028,-6.8,78.3
649,2003,GRC,,-2.0,1.7000000000000028,-6.8,78.3
650,2004,GRC,3.3,-2.799999999999999,2.6999999999999957,2.2,89.1
651,2005,GRC,3.3,-2.799999999999999,2.6999999999999957,2.2,89.1
652,2006,GRC,3.3,-2.799999999999999,2.6999999999999957,2.2,89.1
653,2007,GRC,1.7000000000000002,2.299999999999999,-3.6000000000000014,1.5999999999999996,86.5
654,2008,GRC,1.7000000000000002,2.299999999999999,-3.6000000000000014,1.5999999999999996,86.5
655,2009,GRC,-0.40000000000000036,-0.6999999999999993,-8.299999999999997,1.7999999999999998,82.9
656,2010,GRC,-0.40000000000000036,-0.6999999999999993,-8.299999999999997,1.7999999999999998,82.9
657,2011,GRC,-0.40000000000000036,-0.6999999999999993,-8.299999999999997,1.7999999999999998,82.9
658,2012,GRC,28.599999999999994,-3.0,-3.8000000000000007,8.8,62.5
659,2013,GRC,28.599999999999994,-3.0,-3.8000000000000007,8.8,62.5
660,2014,GRC,28.599999999999994,-3.0,-3.8000000000000007,8.8,62.5
661,2015,GRC,5.200000000000003,1.0999999999999996,-1.5999999999999979,-3.700000000000001,56.2
662,2016,GRC,5.200000000000003,1.0999999999999996,-1.5999999999999979,-3.700000000000001,56.2
663,2017,GRC,5.200000000000003,1.0999999999999996,-1.5999999999999979,-3.700000000000001,56.2
664,1990,HUN,,,,,65.1
665,1991,HUN,,,,,65.1
666,1992,HUN,,,,,65.1
667,1993,HUN,,,,,65.1
668,1994,HUN,,-0.5,-12.099999999999998,,68.9
669,1995,HUN,,-0.5,-12.099999999999998,,68.9
670,1996,HUN,,-0.5,-12.099999999999998,,68.9
671,1997,HUN,,-0.5,-12.099999999999998,,68.9
672,1998,HUN,,0.6999999999999997,11.099999999999998,5.5,56.3
673,1999,HUN,,0.6999999999999997,11.099999999999998,5.5,56.3
674,2000,HUN,,0.6999999999999997,11.099999999999998,5.5,56.3
675,2001,HUN,,0.6999999999999997,11.099999999999998,5.5,56.3
676,2002,HUN,,-1.7999999999999998,12.700000000000003,-1.0999999999999996,70.5
677,2003,HUN,,-1.7999999999999998,12.700000000000003,-1.0999999999999996,70.5
678,2004,HUN,,-1.7999999999999998,12.700000000000003,-1.0999999999999996,70.5
679,2005,HUN,,-1.7999999999999998,12.700000000000003,-1.0999999999999996,70.5
680,2006,HUN,,-2.1,2.0,-2.2,64.8
681,2007,HUN,,-2.1,2.0,-2.2,67.8
682,2008,HUN,,-2.1,2.0,-2.2,67.8
683,2009,HUN,,-2.1,2.0,-2.2,67.8
684,2010,HUN,,-2.1,5.700000000000003,14.5,64.4
685,2011,HUN,,-2.1,5.700000000000003,14.5,64.4
686,2012,HUN,,-2.1,5.700000000000003,14.5,64.4
687,2013,HUN,,-2.1,5.700000000000003,14.5,64.4
688,2014,HUN,,-2.1,-7.800000000000004,3.5,61.8
689,2015,HUN,,-2.1,-7.800000000000004,3.5,61.8
690,2016,HUN,,-2.1,-7.800000000000004,3.5,61.8
691,2017,HUN,,-2.1,-7.800000000000004,3.5,61.8
692,1960,ISL,,,,,90.4
693,1961,ISL,,,,,90.4
694,1962,ISL,,,,,90.4
695,1963,ISL,-3.4,,1.6999999999999957,,91.1
696,1964,ISL,-3.4,,1.6999999999999957,,91.1
697,1965,ISL,-3.4,,1.6999999999999957,,91.1
698,1966,ISL,-3.4,,1.6999999999999957,,91.1
699,1967,ISL,-3.4,-2.0999999999999996,-3.8999999999999986,,91.4
700,1968,ISL,-3.4,-2.0999999999999996,-3.8999999999999986,,91.4
701,1969,ISL,-3.4,-2.0999999999999996,-3.8999999999999986,,91.4
702,1970,ISL,-3.4,-2.0999999999999996,-3.8999999999999986,,91.4
703,1971,ISL,-3.4,3.200000000000001,-1.2999999999999972,,90.4
704,1972,ISL,-3.4,3.200000000000001,-1.2999999999999972,,90.4
705,1973,ISL,-3.4,3.200000000000001,-1.2999999999999972,,90.4
706,1974,ISL,-3.4,1.1999999999999993,6.5,,91.4
707,1975,ISL,-3.4,1.1999999999999993,6.5,,91.4
708,1976,ISL,-3.4,1.1999999999999993,6.5,,91.4
709,1977,ISL,-3.4,1.1999999999999993,6.5,,91.4
710,1978,ISL,-3.4,4.599999999999998,-10.0,,90.3
711,1979,ISL,-3.4,-3.1999999999999993,2.6999999999999957,,89.3
712,1980,ISL,-3.4,-3.1999999999999993,2.6999999999999957,,89.3
713,1981,ISL,-3.4,-3.1999999999999993,2.6999999999999957,,89.3
714,1982,ISL,-3.4,-3.1999999999999993,2.6999999999999957,,89.3
715,1983,ISL,-3.4,-2.5,3.1000000000000014,,88.6
716,1984,ISL,-3.4,-2.5,3.1000000000000014,,88.6
717,1985,ISL,-3.4,-2.5,3.1000000000000014,,88.6
718,1986,ISL,-3.4,-2.5,3.1000000000000014,,88.6
719,1987,ISL,-3.4,-3.8999999999999986,-11.3,,90.1
720,1988,ISL,-3.4,-3.8999999999999986,-11.3,,90.1
721,1989,ISL,-3.4,-3.8999999999999986,-11.3,,90.1
722,1990,ISL,-3.4,-3.8999999999999986,-11.3,,90.1
723,1991,ISL,-3.4,1.0999999999999996,11.400000000000002,,87.6
724,1992,ISL,-3.4,1.0999999999999996,11.400000000000002,,87.6
725,1993,ISL,-3.4,1.0999999999999996,11.400000000000002,,87.6
726,1994,ISL,-3.4,1.0999999999999996,11.400000000000002,,87.6
727,1995,ISL,-3.4,-0.09999999999999964,-1.5,,87.4
728,1996,ISL,-3.4,-0.09999999999999964,-1.5,,87.4
729,1997,ISL,-3.4,-0.09999999999999964,-1.5,,87.4
730,1998,ISL,-3.4,-0.09999999999999964,-1.5,,87.4
731,1999,ISL,26.8,-14.3,3.6000000000000014,,84.1
732,2000,ISL,26.8,-14.3,3.6000000000000014,,84.1
733,2001,ISL,26.8,-14.3,3.6000000000000014,,84.1
734,2002,ISL,26.8,-14.3,3.6000000000000014,,84.1
735,2003,ISL,4.199999999999999,-14.3,-7.0,,87.7
736,2004,ISL,4.199999999999999,-14.3,-7.0,,87.7
737,2005,ISL,4.199999999999999,-14.3,-7.0,,87.7
738,2006,ISL,4.199999999999999,-14.3,-7.0,,87.7
739,2007,ISL,-4.199999999999999,-14.3,2.8999999999999986,,83.6
740,2008,ISL,-4.199999999999999,-14.3,2.8999999999999986,,83.6
741,2009,ISL,3.0,-14.3,-12.900000000000002,,85.1
742,2010,ISL,3.0,-14.3,-12.900000000000002,,85.1
743,2011,ISL,3.0,-14.3,-12.900000000000002,,85.1
744,2012,ISL,3.0,-14.3,-12.900000000000002,,85.1
745,2013,ISL,-16.9,-14.3,3.0,3.0,81.5
746,2014,ISL,-16.9,-14.3,3.0,3.0,81.5
747,2015,ISL,-16.9,-14.3,3.0,3.0,81.5
748,2016,ISL,-3.700000000000001,-14.3,12.8,-3.0,79.2
749,2017,ISL,9.8,-14.3,-7.600000000000001,-3.0,81.2
750,1960,IRL,,,,,71.3
751,1961,IRL,,,,,70.6
752,1962,IRL,,,,,70.6
753,1963,IRL,,,,,70.6
754,1964,IRL,,,,,70.6
755,1965,IRL,,,,,75.1
756,1966,IRL,,,,,75.1
757,1967,IRL,,,,,75.1
758,1968,IRL,,,,,75.1
759,1969,IRL,,,,,76.9
760,1970,IRL,,,,,76.9
761,1971,IRL,,,,,76.9
762,1972,IRL,,,,,76.9
763,1973,IRL,,,,,76.6
764,1974,IRL,,,,,76.6
765,1975,IRL,,,,,76.6
766,1976,IRL,,,,,76.6
767,1977,IRL,,,,,76.3
768,1978,IRL,,,,,76.3
769,1979,IRL,,,,,76.3
770,1980,IRL,,,,,76.3
771,1981,IRL,,,,,76.2
772,1982,IRL,3.3,,,,72.8
773,1983,IRL,3.3,,,,72.8
774,1984,IRL,3.3,,,,72.8
775,1985,IRL,3.3,,,,72.8
776,1986,IRL,3.3,,,,72.8
777,1987,IRL,0.5,,,,73.3
778,1988,IRL,0.5,,,,73.3
779,1989,IRL,1.2000000000000002,,,,68.5
780,1990,IRL,1.2000000000000002,,,,68.5
781,1991,IRL,1.2000000000000002,,,,68.5
782,1992,IRL,-2.2,,,,68.5
783,1993,IRL,-2.2,,,,68.5
784,1994,IRL,-2.2,,,,68.5
785,1995,IRL,-2.2,,,,68.5
786,1996,IRL,-2.2,,,,68.5
787,1997,IRL,-0.2999999999999998,,,,65.9
788,1998,IRL,-0.2999999999999998,,,,65.9
789,1999,IRL,-0.2999999999999998,,,,65.9
790,2000,IRL,-0.2999999999999998,,,,65.9
791,2001,IRL,-0.2999999999999998,,,,65.9
792,2002,IRL,-2.5,,,,62.7
793,2003,IRL,-2.5,,,,62.7
794,2004,IRL,-2.5,,,,62.7
795,2005,IRL,-2.5,,,,62.7
796,2006,IRL,-2.5,,,,62.7
797,2007,IRL,-2.5,,,,67.0
798,2008,IRL,-2.5,,,,67.0
799,2009,IRL,-2.5,,,,67.0
800,2010,IRL,-2.5,,,,67.0
801,2011,IRL,2.7,,,,69.9
802,2012,IRL,2.7,,,,69.9
803,2013,IRL,2.7,,,,69.9
804,2014,IRL,2.7,,,,69.9
805,2015,IRL,2.7,,,,69.9
806,2016,IRL,1.1999999999999997,,,,65.1
807,2017,IRL,1.1999999999999997,,,,65.1
808,1960,ITA,,,,,93.7
809,1961,ITA,,,,,93.7
810,1962,ITA,,,,,93.7
811,1963,ITA,,2.6000000000000014,-4.800000000000001,0.2999999999999998,92.9
812,1964,ITA,,2.6000000000000014,-4.800000000000001,0.2999999999999998,92.9
813,1965,ITA,,2.6000000000000014,-4.800000000000001,0.2999999999999998,92.9
814,1966,ITA,,2.6000000000000014,-4.800000000000001,0.2999999999999998,92.9
815,1967,ITA,,2.6000000000000014,-4.800000000000001,0.2999999999999998,92.9
816,1968,ITA,4.4,1.5999999999999979,-4.800000000000001,-0.6999999999999993,92.8
817,1969,ITA,4.4,1.5999999999999979,-4.800000000000001,-0.6999999999999993,92.8
818,1970,ITA,4.4,1.5999999999999979,-4.800000000000001,-0.6999999999999993,92.8
819,1971,ITA,4.4,1.5999999999999979,-4.800000000000001,-0.6999999999999993,92.8
820,1972,ITA,-4.4,0.3000000000000007,-4.800000000000001,4.299999999999999,93.2
821,1973,ITA,-4.4,0.3000000000000007,-4.800000000000001,4.299999999999999,93.2
822,1974,ITA,-4.4,0.3000000000000007,-4.800000000000001,4.299999999999999,93.2
823,1975,ITA,-4.4,0.3000000000000007,-4.800000000000001,4.299999999999999,93.2
824,1976,ITA,-4.4,7.199999999999999,-4.800000000000001,-2.5999999999999996,93.4
825,1977,ITA,-4.4,7.199999999999999,-4.800000000000001,-2.5999999999999996,93.4
826,1978,ITA,-4.4,7.199999999999999,-4.800000000000001,-2.5999999999999996,93.4
827,1979,ITA,-4.4,-4.0,-4.800000000000001,-0.7999999999999998,91.1
828,1980,ITA,-4.4,-4.0,-4.800000000000001,-0.7999999999999998,91.1
829,1981,ITA,-4.4,-4.0,-4.800000000000001,-0.7999999999999998,91.1
830,1982,ITA,-4.4,-4.0,-4.800000000000001,-0.7999999999999998,91.1
831,1983,ITA,-4.4,-0.5,-4.800000000000001,1.5,89.0
832,1984,ITA,-4.4,-0.5,-4.800000000000001,1.5,89.0
833,1985,ITA,-4.4,-0.5,-4.800000000000001,1.5,89.0
834,1986,ITA,-4.4,-0.5,-4.800000000000001,1.5,89.0
835,1987,ITA,-4.4,-3.299999999999997,-4.800000000000001,-0.8999999999999995,90.5
836,1988,ITA,-4.4,-3.299999999999997,-4.800000000000001,-0.8999999999999995,90.5
837,1989,ITA,-4.4,-3.299999999999997,-4.800000000000001,-0.8999999999999995,90.5
838,1990,ITA,-4.4,-3.299999999999997,-4.800000000000001,-0.8999999999999995,90.5
839,1991,ITA,-4.4,-3.299999999999997,-4.800000000000001,-0.8999999999999995,90.5
840,1992,ITA,16.1,-21.0,-4.800000000000001,8.2,87.3
841,1993,ITA,16.1,-21.0,-4.800000000000001,8.2,87.3
842,1994,ITA,4.299999999999997,0.40000000000000036,21.0,7.799999999999999,86.1
843,1995,ITA,4.299999999999997,0.40000000000000036,21.0,7.799999999999999,86.1
844,1996,ITA,0.7000000000000028,2.5999999999999996,21.0,3.8999999999999986,82.9
845,1997,ITA,0.7000000000000028,2.5999999999999996,21.0,3.8999999999999986,82.9
846,1998,ITA,0.7000000000000028,2.5999999999999996,21.0,3.8999999999999986,82.9
847,1999,ITA,0.7000000000000028,2.5999999999999996,21.0,3.8999999999999986,82.9
848,2000,ITA,0.7000000000000028,2.5999999999999996,21.0,3.8999999999999986,82.9
849,2001,ITA,-4.5,-3.5999999999999996,8.399999999999999,-9.899999999999997,81.2
850,2002,ITA,-4.5,-3.5999999999999996,8.399999999999999,-9.899999999999997,81.2
851,2003,ITA,-4.5,-3.5999999999999996,8.399999999999999,-9.899999999999997,81.2
852,2004,ITA,-4.5,-3.5999999999999996,8.399999999999999,-9.899999999999997,81.2
853,2005,ITA,-4.5,-3.5999999999999996,8.399999999999999,-9.899999999999997,81.2
854,2006,ITA,-16.6,3.0999999999999996,-5.699999999999999,0.9999999999999982,83.6
855,2007,ITA,-16.6,3.0999999999999996,-5.699999999999999,0.9999999999999982,83.6
856,2008,ITA,3.1,-8.1,13.7,-8.599999999999998,80.5
857,2009,ITA,3.1,-8.1,13.7,-8.599999999999998,80.5
858,2010,ITA,3.1,-8.1,13.7,-8.599999999999998,80.5
859,2011,ITA,3.1,-8.1,13.7,-8.599999999999998,80.5
860,2012,ITA,3.1,-8.1,13.7,-8.599999999999998,80.5
861,2013,ITA,2.3000000000000003,-8.1,-15.799999999999997,-4.200000000000001,75.2
862,2014,ITA,2.3000000000000003,-8.1,-15.799999999999997,-4.200000000000001,75.2
863,2015,ITA,2.3000000000000003,-8.1,-15.799999999999997,-4.200000000000001,75.2
864,2016,ITA,2.3000000000000003,-8.1,-15.799999999999997,-4.200000000000001,75.2
865,2017,ITA,2.3000000000000003,-8.1,-15.799999999999997,-4.200000000000001,75.2
866,1960,JPN,,,,,73.5
867,1961,JPN,,,,,73.5
868,1962,JPN,,,,,73.5
869,1963,JPN,,1.1,-2.8999999999999986,,71.1
870,1964,JPN,,1.1,-2.8999999999999986,,71.1
