gname,gid,year,end,duration,base,num_base,mul_bases,EAP,ECA,LAC,MENA,NA,SAS,SSA,left,nat,rel,right,size,peak_size,ercsr,pch,sq,tch,terr_POP,shr_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,kidnap,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties
Kach,349,1997,0,27,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,1998,0,28,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,1999,0,29,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.2228801893055176,0.0,1.0,1.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Kach,349,2000,0,30,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,2001,0,31,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,2002,0,32,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,2003,0,33,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,2004,0,34,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kach,349,2005,1,35,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.19511250967758048,0.0,1.0,17.0,5,,,,0.0,0.0,,,9,1.0,,,,0.0,5.0,12.0,1.0,0.0,4.0,12.0,1.0,16.0
Kachin Independence Army,350,1970,0,1,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1971,0,2,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1972,0,3,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1973,0,4,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1974,0,5,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1975,0,6,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1976,0,7,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1977,0,8,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1978,0,9,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1979,0,10,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1980,0,11,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1981,0,12,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1982,0,13,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1983,0,14,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1984,0,15,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1985,0,16,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1986,0,17,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1987,0,18,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1988,0,19,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.12702560749869762,0.0,5.0,150.0,0,,,,0.6399999999999999,1.0,,,9,1.0,,,,0.0,16.0,134.0,0.0,0.0,16.0,134.0,0.0,150.0
Kachin Independence Army,350,1989,0,20,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.04998142939990646,0.0,2.0,0.0,0,,,,0.5,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1990,0,21,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0246146272422387,0.0,1.0,16.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,1.0,15.0,,,,,,
Kachin Independence Army,350,1991,0,22,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.02427764536749994,0.0,1.0,7.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,3.0,4.0,,,,,,
Kachin Independence Army,350,1992,0,23,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.047948447746920426,0.0,2.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1993,0,24,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1994,0,25,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1995,0,26,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1996,0,27,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1997,0,28,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1998,0,29,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,1999,0,30,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2000,0,31,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2001,0,32,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2002,0,33,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2003,0,34,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2004,0,35,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2005,0,36,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2006,0,37,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2007,0,38,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2008,0,39,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2009,0,40,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2010,0,41,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2011,0,42,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,,,1,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2012,0,43,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,1.0,0.07845211775019567,0.0,4.0,3.0,0,1.0,1.0,0.0,0.375,1.0,,,1,1.0,,,,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Kachin Independence Army,350,2013,0,44,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.019437027490720956,0.0,1.0,1.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Kachin Independence Army,350,2014,0,45,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kachin Independence Army,350,2015,0,46,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.1526610665371541,0.0,8.0,8.0,0,,,,0.53125,1.0,,,9,1.0,,,,0.0,2.0,6.0,1.0,0.0,1.0,6.0,1.0,7.0
Kachin Independence Army,350,2016,0,47,Myanmar,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,1000.0,0.0,0.0,0.0,1.0,0.22690648387735832,0.0,12.0,12.0,0,,,,0.513888888888889,1.0,,,9,1.0,,,,0.0,11.0,1.0,0.0,0.0,11.0,1.0,0.0,12.0
Kahane Chai,351,1990,0,1,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1991,0,2,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1992,0,3,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.2744767752162843,1.0,1.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1993,0,4,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.26582750240706804,0.0,1.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1994,0,5,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.2575561169706559,1.0,1.0,,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,,0.0,,0.0,,,
Kahane Chai,351,1995,0,6,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1996,0,7,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1997,0,8,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1998,0,9,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,1999,0,10,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,2000,0,11,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,2001,0,12,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,2002,0,13,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,2003,0,14,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,2004,0,15,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahane Chai,351,2005,1,16,"Israel,West Bank/Gaza",2,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,,,,0.0,0.0,,,9,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,1995,0,1,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,1996,0,2,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,1997,0,3,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,1998,0,4,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,1999,0,5,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2000,0,6,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2001,0,7,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2002,0,8,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2003,0,9,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2004,0,10,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0008879923899265302,0.0,1.0,9.0,0,,,,0.0,0.0,,,9,,,,,0.0,4.0,5.0,0.0,0.0,4.0,5.0,0.0,9.0
Kamtapur Liberation Organization (KLO),352,2005,0,11,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2006,0,12,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2007,0,13,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamtapur Liberation Organization (KLO),352,2008,0,14,India,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
