country,country_code,happiness_score,year,nattacks,region_txt,fsi,country_code_2,latitude,longitude
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Bosnia and Herzegovina,,4.949,2015,0.0,,77.4,BA,43.915886,17.679076000000002
Lesotho,LSO,4.898,2015,1.0,Sub-Saharan Africa,79.9,LS,-29.609988,28.233608
Dominican Republic,DOM,4.885,2015,0.0,,71.2,DO,18.735692999999998,-70.162651
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
Laos,,4.876,2015,2.0,,84.4,LA,19.856270000000002,102.495496
